	doc_id	adjudicator_id	label	text
903	904	ehansellbaum	E	Which role did Michael Palin play in Terry Gilliams film Brazil?
461	462	kaikeins	AL	This creature is the son of Medusa and Poseidon, and was born out of Medusas bleeding neck when she was beheaded by Perseus.
134	135	ehansellbaum	AL	Which word means fear of washing or bathing?
417	418	kaikeins	E	What did Paladin carry in his boot when he was traveling?
688	689	thientran	H	In what year were emoticons used for the first time?
973	974	ehansellbaum	AL	In Roman mythology, the goddess Carmenta is a protector of which of these?
951	952	ehansellbaum	H	Which of these is a saying by Russian general Alexander Suvorov?
271	272	mhannon	E	Where did Jim West carry his derringer on the TV show The Wild Wild West?
138	139	ehansellbaum	E	The song Hero was a mammoth hit song for this singer in 2001.
805	806	thientran	SN	What phenomenon is caused by air displaced within a vertical plain?
701	702	thientran	H	In late 1944, Hitler scraped up a strong force including armor and caught the American forces by surprise near the Belgium - German border. In the biggest battle fought in northwest Europe in 1944-45, the Germans pushed back the US defense line considerably until reinforcements and British help halted the German advance and eventually pushed them back into Germany. What name is this battle known by?
224	225	mhannon	E	In the highly successful 1999 drama American Beauty, what was the name of the middle-aged character going through a midlife crisis that was portrayed by Kevin Spacey?
773	774	thientran	E	Kate Winslet and her second husband, director Sam Mendes have agreed upon which of the following?
219	220	mhannon	E	What 1946 film noir, written by Raymond Chandler, tells the story of a returning war veteran and his faithless wife?
800	801	thientran	SL	Complete this quote from a novel by Jane Austen: No one who had ever met _____ ______ in her infancy would have supposed her born to be a heroine.
429	430	kaikeins	H	In what position is the hammer on the Soviet flag?
629	630	kaikeins	E	The war movie Black Hawk Down depicts the Battle of Mogadishu.
523	524	kaikeins	E	Which of the following played Sherlock Holmes on film several times?
169	170	ehansellbaum	AL	Whose daughter is Silena in the series Percy Jackson  the Olympians?
386	387	mhannon	AL	Name the little creatures that own and operate the Gringotts Wizarding Bank in the Harry Potter series.
739	740	thientran	SL	Artie is trying to enter a door, but he cant understand the instructions on the door sign which read:
959	960	ehansellbaum	SL	The airlines have become so cash-strapped, they charged me for ___________.
7	8	ehansellbaum	H	Which of the following statements refers to Ramses II, known as Ramses the Great?
28	29	ehansellbaum	E	In 2006, Eva Longoria was nominated for this award for her performance on Desperate Housewives?
895	896	thientran	H	None of the US battleships at Pearl Harbor got underway during the attack.
714	715	thientran	H	The US Constitution provides for three branches of the US government. Which of the following is NOT one of those branches?
979	980	ehansellbaum	SL	What type of meat is the German dish Hasenpfeffer traditionally made from?
463	464	kaikeins	AL	What is the name of the girl that can return home to Kansas by simply clicking the heels of her magical ruby slippers?
982	983	ehansellbaum	AL	What country does King Lear rule according to Shakespeares famous tragedy?
549	550	kaikeins	H	Which pharaoh was co-regent to his stepmother Hatshepsut during the first twenty-two years of his reign?
519	520	kaikeins	SL	During a performance for the high school drama class at the local theatre, a hole was cracked in the stage floor. Subsequent acts managed to avoid the damaged area until little Freddy, juggling bowling pins, accidentally stepped through the hole up to his knee. He apologized to the audience for his clumsiness. But a heckler in the back of the theatre shouted: Dont worry, Freddy! ______________.
538	539	kaikeins	E	Who voices Tigris in the movie Kung Fu Panda?
614	615	kaikeins	AL	Portunes was a Roman deity who was regarded as the protector of which of the following?
875	876	thientran	E	What film was called Super Speeding Cleaning Evil Accounts in Thailand?
849	850	thientran	H	Which of the following is not among the founders of Facebook, the leading social networking site of the 2000s?
624	625	kaikeins	H	What statement is true about Pyotr Arkadyevich Stolypin?
551	552	kaikeins	SL	An elephant was drinking out of a river one day, when he spotted a turtle asleep on a log. So, he ambled on over and kicked it clear across the river. What did you do that for? Asked a passing giraffe. Because I recognized it as the same turtle that took a nip out of my trunk 53 years ago. Wow, what a memory commented the giraffe. Yes, said the elephant. ______________.
957	958	ehansellbaum	E	William Powells last starring role was as Doc in this Henry Fonda WWII movie.
817	818	thientran	SN	Which statement is true about the process of creating chocolate?
917	918	ehansellbaum	SL	In democracy its your vote that counts. In feudalism its your ______________.
555	556	kaikeins	AL	Detective Kurt Wallender, based in Ystad in south Sweden, is the creation of this prolific writer.
846	847	thientran	SN	Which of these got its name from a racing horses name?
511	512	kaikeins	E	#6 on the list of highest-grossing films is a 1982 sci-fi movie by Steven Spielberg, which grossed $2,216,800,000.
991	992	ehansellbaum	AL	Herman Melvilles novel Moby-Dick contains a description of the symbolism of what animal?
21	22	ehansellbaum	H	In order to deter flies from landing on his body, Pepi II of Egypt would keep around him several naked slaves whose bodies were covered with honey.
13	14	ehansellbaum	SL	I couldnt quite remember how to throw a boomerang, but eventually ____________.
298	299	mhannon	E	What was the name of the place where Dom used to buy his fruit in the movie Fatso?
617	618	kaikeins	E	What did actor Peter Graves die from?
450	451	kaikeins	E	Which actor won the Razzie award for Worst Supporting Actor at the 30th Golden Raspberry Awards in 2010?
110	111	ehansellbaum	AL	Edgar Allan Poe is widely considered the inventor of the detective fiction genre.
304	305	mhannon	E	Which of these English actors was actually born to a Lithuanian father.
643	644	kaikeins	AL	Who does Snowfur choose as a mate in the Bluestars Prophecy?
632	633	kaikeins	G	What is the meaning of the German word der Sekt?
522	523	kaikeins	AL	The Thinker is a stone statue created by Auguste Rodin.
740	741	thientran	H	Which of these women was a lighthouse keeper who tended the Matinicus Rock Light, in Maine during a severe winter storm?
317	318	mhannon	AL	This poet and playwright was the first Irishman honored with the Nobel Prize in Literature. In his later years he served as an Irish Senator for two terms.
221	222	mhannon	SL	This Lithuanian American baseball player, son of immigrant parents, was born and raised in upstate New York. Who is he?
98	99	ehansellbaum	E	What does Miley and Lily drive around backstage in Hannah Montana: The Movie?
420	421	kaikeins	E	What actor, who was awarded an Oscar for his performance in the movie Beginners, became the oldest actor ever to win an Academy Award?
748	749	thientran	G	Ice circles or ice discs can only be observed in Scandinavia.
967	968	ehansellbaum	H	What important invention did American Jonas Salk make in 1954?
191	192	ehansellbaum	E	In the silent movie Flesh and the Devil, this actress stars as a countess whose devastating allure drives men to ruin.
405	406	kaikeins	SN	The presence of what  chemical element causes the red color of rubies?
464	465	kaikeins	E	Which of these celebrities has modelled for the Calvin Klein brand?
483	484	kaikeins	SL	Define khakis.
858	859	thientran	SL	She wanted the large estate quite badly but, she dared not ___________________.
717	718	thientran	SN	Garlic and onions are considered toxic for which animals?
980	981	ehansellbaum	G	What type of government does Guatemala have by constitution?
235	236	mhannon	E	Sunday Bloody Sunday is an overtly political song describing a 1972 incident in which 26 civil rights protesters were shot in Northern Ireland. What band recorded the song?
534	535	kaikeins	AL	This novel by American author James Baldwin is noteworthy for bringing complex representations of homosexuality. It follows the events in the life of an American living in Paris.
31	32	ehansellbaum	AL	What are the names of E. L. Doctorow?
886	887	thientran	SL	Venison for dinner again? (Provide the next phrase)
503	504	kaikeins	SN	Carbon, hydrogen, oxygen, nitrogen, phosphorus, sulfur, and energy are required by living things as well as trace amounts of numerous other elements.
112	113	ehansellbaum	E	What 80s rocker appears in the moving and thought provoking 2000 drama, Pay It Forward?
229	230	mhannon	H	The Hudson Motor Car Company was the first company in the auto industry to use which of the following?
1	2	ehansellbaum	AL	Who is the author of the novella The Diamond as Big as the Ritz which is centered around a mountain consisting of one solid diamond?
452	453	kaikeins	E	This 1984 crime movie, directed by Francis Ford Coppola and starring Richard Gere, centered on a popular 1930s jazz club in Harlem.
137	138	ehansellbaum	SN	What was the predominant climate type of the Late Cretaceous period?
507	508	kaikeins	E	What famous duo released their debut album, Wednesday Morning, 3 A.M. in 1964?
872	873	thientran	E	MoNique and Gabourey Sidibe star in this 2009 movie.
655	656	thientran	AL	Who wrote the 19th century novel Ben Hur?
990	991	ehansellbaum	E	Which of these describes best the plot of the 1946 movie Its a Wonderful Life?
426	427	kaikeins	H	Ms. Sara Lee Creech had difficulty in finding a manufacturer for her doll, so she asked author-anthropologist Zora Neale Hurston for her help. Ms. Hurston contacted some very influential friends to solicit letters of support. Which person on the list was not contacted?
257	258	mhannon	E	In the KF game, you can only obtain your weapons at the traders shop.
978	979	ehansellbaum	G	In what US state is the Tillamook Cheese Factory located?
299	300	mhannon	SL	The clue words are Trip, Family, Christmas and European. Can you guess the password?
926	927	ehansellbaum	SL	I tried to catch some fog, but  ________.
266	267	mhannon	E	Which of the following Tony Scott movies does NOT star Denzel Washington?
660	661	thientran	E	Voldemorts real name is Tom Marvolo Riddle.
997	998	ehansellbaum	AL	What Greek deity is associated with love and beauty?
84	85	ehansellbaum	AL	All the creators of the Marauders Map have died at some point of the Harry Potter series.
501	502	kaikeins	H	What was the only part of the US military establishment that was reasonably prepared for war at the beginning of US participation in World War One?
220	221	mhannon	AL	Who wrote the notable works Crime and Punishment”, The Idiot” and The Brothers Karamazov”?
841	842	thientran	H	By 1897–98 many Americans were influenced in favor of war with Spain because of stories in some US newspapers about atrocities and misdeeds of the Spanish, which were usually exaggerated or made up. Such newspapers were know at the time as which of the following?
948	949	ehansellbaum	SL	Amy wants to measure 100ml of water, but she only has two measuring cups. The first measuring cup can hold 200ml and the second can hold 300ml.  Can Amy achieve her goal?
382	383	mhannon	E	This 1981 war movie has been called the most expensive B-movie ever. Sun Myung Moon of the Unification church financed much of this film.
966	967	ehansellbaum	E	What do you have to accomplish in order to get to the traders shop in the game KF?
140	141	ehansellbaum	E	Which bozo made both of these quotes: “If youre going to get mad at me everytime I do something stupid then I guess Ill have to stop doing stupid things!” and Stupid, eh? Yeah, Im stupid. Stupid like a fox!”.?
357	358	mhannon	AL	Which of the statements is not true about the end of the book The Help?
676	677	thientran	E	From what country did Winona Ryders grandparents emigrate to the United States?
433	434	kaikeins	H	Cats were revered animals in ancient Egypt.
757	758	thientran	H	The Roman goddess Vesta was considered the protector of which of the following?
822	823	thientran	SN	Halotherapy or speleotherapy is a medical treatment which employs which of the following?
894	895	thientran	AL	Which novel of James Clavels popular Asian Saga opens in 1945 and focuses on prisoners of war in a Japanese camp in Singapore?
559	560	kaikeins	H	How were presidents Frankin Roosevelt and Theodore Roosevelt related?
36	37	ehansellbaum	AL	Who wrote The Prince of Beverly Hills, Strategic Moves, and Orchid Beach?
920	921	ehansellbaum	E	Which state capital did Gary Cooper grow up in?
447	448	kaikeins	E	What film featured Tony Curtis and Jack Lemmon dressed as women?
104	105	ehansellbaum	AL	In the series Percy Jackson  the Olympians, Lukes sword is called Backbiter.
256	257	mhannon	E	In the movie Grown Ups, Lenny runs into an old nemesis at a restaurant. What is his name?
156	157	ehansellbaum	E	Which character did John Cleese play in James Bond films?
932	933	ehansellbaum	AL	What are the names of author J. P. Donleavy?
679	680	thientran	AL	How many times in the complete Sherlock Holmes stories by Conan Doyle does Holmes use the phrase Elementary, my dear Watson.?
674	675	thientran	E	What movie involving cataclysmic events and starring John Cusack was intentionally released on Friday, November 13, 2009?
223	224	mhannon	E	This 2009 film deals with Nelson Mandelas use of an integrated South African rugby team to help unify his nation.
673	674	thientran	AL	Whose cattle did Hermes steal when he was just a day old?
403	404	kaikeins	H	Tenzin Gyatso, who was born in 1935, is the fourteenth Dalai Lama.
408	409	kaikeins	E	Which of the Teenage Mutant Ninja Turtles wears a red mask and red cloth around his knees?
152	153	ehansellbaum	E	What was the intersection of connecting streets that Madame Rue had a pad on in the song Love Potion # 9?
860	861	thientran	SN	Slugs have 3 noses.
609	610	kaikeins	H	He was the first person to be number one on the FBIs Ten Most Wanted list.
508	509	kaikeins	G	Name the capital of Egypt, which is also the largest city in Africa.
954	955	ehansellbaum	E	In what unusual location did Alicia Silverstone marry her longtime boyfriend Christopher Jarecki?
720	721	thientran	H	An estimated two billion people watched the royal wedding of Prince William and Catherine Middleton, which took place on 29 April, 2011 at this venue in London.
61	62	ehansellbaum	H	He became the first monarch of the House of Windsor, which he renamed from the House of Saxe-Coburg and Gotha due to anti-Germanic public feeling. he was the first British monarch to deliver a speech on the radio.
437	438	kaikeins	H	Why did Adolf Hitler fail at high school, and had to repeat sixth grade?
425	426	kaikeins	E	When visiting India, what did Paladin do that made the natives respect him?
184	185	ehansellbaum	E	Although this film cost $44 million due to time overruns, it only grossed $3.5 million. Heres some critics comments on this 1980 film: unqualified disaster, the most scandalous cinematic waste Ive ever seen., beyond belief. In 2012 a reedited version was presented at the New York Film Festival to critical acclaim.
30	31	ehansellbaum	SN	The pubis of which of these dinosaurs points forward?
528	529	kaikeins	E	What does Sid (the kid next door) do to Buzz in the movie Toy Story?
652	653	thientran	H	Name the spiritual teacher from ancient India who founded Buddhism.
290	291	mhannon	AL	Virgin Annunciate was the last work of which Italian painter from Sicily?
936	937	ehansellbaum	H	This war started in 1701, when the King of France tried to unite both France and Spain under a single Emperor.
466	467	kaikeins	AL	The word serif in the context of typefaces refers to what?
222	223	mhannon	E	What English actress has played tragic historical characters such as Isadora Duncan, Anne Boleyn and Mary, Queen of Scots?
545	546	kaikeins	E	Who won the award for Worst Screen Couple at the 30th Golden Raspberry Awards in 2010?
780	781	thientran	H	The famous Statue of David by Michelangelo was created at the beginning of 16 century.
965	966	ehansellbaum	SN	What type of medical procedure is auscultation?
963	964	ehansellbaum	AL	The clue words are Mammal, Gnu, Middle and Dutch. Guess the password.
142	143	ehansellbaum	E	Who is the cheerful brown dog at Webkinz Stadium?
610	611	kaikeins	E	This punk icon declared the night a possession of lovers, lust and us.
791	792	thientran	E	What is the perk associated with the use of melee weapons in KF?
823	824	thientran	H	Ralph Lauren came to prominence after designing the notable short sleeve mesh shirt with the Polo logo.
80	81	ehansellbaum	AL	According the legends Merovingians as descendants of the Trojans or of a five-headed sea monster known as the Quinotaur
496	497	kaikeins	E	What Grammy Award-winning song by Amy Winehouse references soul musicians Ray Charles and Donny Hathaway?
82	83	ehansellbaum	E	What movie title was translated as The Spy Who Behaved Very Nicely Around Me in Malaysia?
923	924	ehansellbaum	H	The first family to have two members climb Mount Everest has this last name.
326	327	mhannon	E	What is the last film Judy Garland made for MGM?
987	988	ehansellbaum	E	Sandra Bullock was engaged to this actor whom she met while filming Love Potion No. 9.
943	944	ehansellbaum	G	With a depth of approximately 36,000 feet, Challenger Deep is the lowest point on Earth.
737	738	thientran	SL	I crossed a cell phone with a skunk, and now ______________.
981	982	ehansellbaum	H	The Virginia Tech Massacre is the deadliest school massacre is the history of the United States.
103	104	ehansellbaum	SL	What Italian dish consists of salami, anchovies, artichokes, olives, and other appetizers?
833	834	thientran	AL	Adelphia, John Carr, Caleb and Reuben appear in a series of books by this author.
371	372	mhannon	AL	Which Jane Austen novel focuses on Catherine Morland, a girl who likes reading Gothic novels?
835	836	thientran	SN	Angiography is a medical procedure which explores which of the following?
689	690	thientran	E	When did Sophia Loren pose for the Pirelli Calendar?
600	601	kaikeins	E	This film from 1970 is one disowned by Gore Vidal who called it an awful joke. A Time Magazine critic said this movie was about as funny as a child molester. The Book of Lists stated that there was something in the movie to offend absolutely everyone.
678	679	thientran	E	This film producer, director, screenwriter and voice actor, born in Chicago, Illinois, founded one of the largest entertainment companies in the world.
792	793	thientran	SL	Im reading a book about anti-gravity. (Provide the next sentence),
494	495	kaikeins	SL	A boiled egg in the morning is __________.
41	42	ehansellbaum	E	How many Dalmatian puppies were stolen by Cruella, Jasper and Horace in the movie One Hundred and One Dalmatians?
93	94	ehansellbaum	AL	What is the name of the Roman God of war?
524	525	kaikeins	H	Who made the final decision to drop atomic bombs on Japan?
684	685	thientran	AL	Gullivers final voyage took him to the fictional and of the Houyhnhnms where horses ruled and humans existed only as degraded brutes.
336	337	mhannon	E	In which Batman movie did Val Kilmer portray Batman and Bruce Wayne?
618	619	kaikeins	SN	This era lasted from 251 million to 65 million years ago.
325	326	mhannon	SN	Horses evolved in North America but became extinct there 10,000 years ago.
560	561	kaikeins	AL	According to a Middle English romance, this knight of the Round Table accepts a challenge from a mysterious warrior who is completely green.
254	255	mhannon	AL	When did the Rococo style develop?
389	390	mhannon	H	In this battle British general Montgomery ended the German/Italian threat to Egypt and the Suez Canal by a decisive victory in 1942 that proved to be the turning point of the war in North Africa.
448	449	kaikeins	AL	Italian painter Sandro Botticelli belonged to the Florentine school.
962	963	ehansellbaum	H	Known as the Poppy Lady, this U.S. professor and humanitarian conceived the idea of wearing poppies as a symbol of remembrance for those who served in World War I.
63	64	ehansellbaum	E	In the 2011 movie Sherlock Holmes: A Game of Shadows, these two actors star as Sherlock Holmes and his sidekick Dr. Watson who join forces to outwit their fiercest adversary, Professor Moriarty.
583	584	kaikeins	H	David Livingstone wrote about the Niagara Falls: Scenes so lovely must have been gazed upon by angels in their flight.
786	787	thientran	AL	What other novel by Joseph Heller further explores the motif of bureaucratic absurdity and features some of the major Catch-22 characters?
829	830	thientran	E	Michael Palin has written and presented several television documentaries on art, including one on the artist Vilhelm Hammershøi. What nationality was Hammershøi?
658	659	thientran	SL	This prominent science fiction author dropped out of school at the age of 14, when his father, a professional cricket player, fractured his thigh. His unhappy apprenticeship as a draper inspired his novels The Wheels of Chance and Kip.
296	297	mhannon	AL	The name of which legendary island comes from a word meaning apple?
682	683	thientran	AL	How many children did Charles Dickens have?
289	290	mhannon	SN	Female anglerfish have a fleshy growth on their heads which acts as a lure.
766	767	thientran	H	What European countrys government buildings were bombed in July 2011 by a terrorist, named Anders Breivik?
275	276	mhannon	E	If Youve Got Ten Minutes, Lets Fall in Love was sung by this gent who also had a #1 country hit in both US and Canada called Roll On Big Mama. He teamed up with Moe Bandy and under the name Moe and Joe they recorded some rather comedic songs like the #1 US hit Good Ole Boys. Well, you know one of the boys, whos the other?
185	186	ehansellbaum	H	Who put up the money to start the Hudson Motor Car Company?
91	92	ehansellbaum	SL	A hole has been found in the nudist camp wall. The police are _____    ______    _______.
124	125	ehansellbaum	H	Which US President granted a pardon to all former Confederate soldiers?
39	40	ehansellbaum	H	What statement is true about Jacob Roggeveen?
908	909	ehansellbaum	AL	In which of his novels does Ray Bradbury describe a nightmarish traveling carnival called Cooger  Darks Pandemonium Shadow Show?
764	765	thientran	H	What king of England, depicted in a self-titled Shakespearean play, won a decisive victory at the Battle of Agincourt during the Hundred Years War?
568	569	kaikeins	H	From 1971–1998 David Livingstones image was portrayed on £10 notes.
343	344	mhannon	E	What make and model of car was impounded by the police in the movie Redline?
19	20	ehansellbaum	H	Relax, this wont hurt. were the last words of this inventor of Gonzo journalism.
251	252	mhannon	G	This wall, sometimes called the Wailing Wall, is one of the most sacred sites in Judaism.
195	196	ehansellbaum	SL	I have eight to spare, in case I lose my one.
27	28	ehansellbaum	AL	What does the abbreviation ZOG stand for?
897	898	thientran	H	The Caesar Augustus Bust was made from Carrara marble.
33	34	ehansellbaum	H	Who was the mother of King Henry I of England?
121	122	ehansellbaum	H	Dolmabahçe Palace was home to six Sultans.
874	875	thientran	H	What name is given to a variety of fictional and factual events of 1212 which are related to the conversion of Muslims in the Holy Land to Christianity?
128	129	ehansellbaum	AL	Nancy Drews sleuthing sidekicks, Bess Marvin and George Fayne, are of what relation to Nancy?
395	396	mhannon	AL	According to Greek mythology, Kronos ate his children.
636	637	kaikeins	AL	A recurring joke in the novel Catch-22 is that this character bears a striking resemblance to Henry Fonda.
818	819	thientran	E	This 1981 film was the first film to win 5 Razzies out of 9 nominations (Worst Picture, Actress, Supporting Actress, Supporting Actor and, Screenplay. In subsequent years it won the Worst Picture of the Decade and Worst Drama of our First 25 Years. Roger Ebert wrote I cant imagine who would want to subject themselves to this movie. Variety made this comment about the lead actress: She does not chew scenery. She starts neatly at each corner of the set in every scene and swallows it whole, costars and all.
181	182	ehansellbaum	E	Who composed The Blue Danube waltz, which has become a sort of unofficial Austrian national anthem?
852	853	thientran	E	Which of these Academy Awards did the French movie The Artist NOT receive?
996	997	ehansellbaum	H	To protect the rights of US citizens ten amendments (changes) were added to the constitution that guarantee the freedom of speech, freedom of the press, etc. What is the common name for these ten amendments?
848	849	thientran	H	John Jacob Astor, the first multi-millionaire in the United States, started out as a fur trader.
958	959	ehansellbaum	AL	What is Ray Bradburys home city of Waukegan called in some of his novels?
207	208	mhannon	E	Who was Gene Kellys co-star in The Pirate?
153	154	ehansellbaum	G	Which of these mountains is located on the border between Sagarmatha Zone, Nepal, and Tibet, China?
282	283	mhannon	E	Who is the director of the 2007 movie Redline?
634	635	kaikeins	H	Which statement is true about the justices (judges) of the US Supreme Court?
59	60	ehansellbaum	H	The site of this 1862 battle had been the scene of a previous battle?
15	16	ehansellbaum	E	The movie A Man for All Seasons portrays Sir Thomas More, the 16th-century Lord Chancellor of England, who refused to take an Oath of Supremacy declaring the monarch the Supreme Head of the Church of England. Who was the monarch?
348	349	mhannon	SN	Bing Crosby exerted an important influence in the development of what technology?
906	907	ehansellbaum	H	Possibly the largest tank battle in history was fought in 1943 near a Soviet city that gives its name to the battle. Both sides took heavy losses of tanks and men but in the end the Soviets prevailed and the Germans had to begin the long retreat that would eventually take them all the way back to Germany. What was the name of the city and the battle?
342	343	mhannon	E	What did Kate Winslet began studying in Redroofs Theatre School at the age of 11?
68	69	ehansellbaum	H	When was the Eighty Years War fought?
168	169	ehansellbaum	AL	Crime and punishment and Brothers Karamazov are novels written by Fyodor Mikhailovich Dostoevsky.
603	604	kaikeins	E	What Disney heroine is looked after by her overprotective mother Gothel?
396	397	mhannon	AL	This character from the novel House of Stairs is one of the few homosexual Gothic heroines in the history of Gothic literature.
237	238	mhannon	E	Luka was a massive hit song for this singer in 1987.
721	722	thientran	E	In which movie did Michael Douglas portray unemployed defense engineer William D-Fens Foster?
639	640	kaikeins	SN	Rats vomit if they eat asparagus.
4	5	ehansellbaum	SL	The terms thimithi, anastenaria, nestinarstvo refer to what ritual involving fire?
888	889	thientran	E	Charlie Chan movies are not popular in China because the Chinese did not like the way Chan was portrayed.
99	100	ehansellbaum	E	What movie earned Grace Kelly the Academy Award for Best Actress?
944	945	ehansellbaum	E	Which one of King Lears daughters is sent into exile after she refuses to profess her love for her father?
474	475	kaikeins	H	The constitution of the US presently used is the second constitution of the United States that was approved by the states. What was the first one called?
506	507	kaikeins	AL	Who are Massies crushes in The Clique series of books?
850	851	thientran	E	How did Jason Voorhees, the son of a camp cook-turned-murderer, die in the slasher movie Friday the 13th?
925	926	ehansellbaum	E	Who are the moles working for the FBI in Season 7 of 24?
969	970	ehansellbaum	SL	England has no kidney bank, but it does have a ___________
95	96	ehansellbaum	E	Which building trains Allied Raider Mammoths in the strategy game Battle Nations?
155	156	ehansellbaum	SL	Nicknamed The Emperor, this fashion designer became known for his red dresses.
331	332	mhannon	E	What names did Gwyneth Paltrow give to her daughter and son?
571	572	kaikeins	SN	All chameleons change their color to blend in with their environment.
253	254	mhannon	E	The Unbelievable Trip In A Wacky Aeroplane or The Incredible Journey In A Crazy Airplane are the German titles of this movie. In Australia, New Zealand, South Africa, Japan and the Philippines it is known as Flying High.
727	728	thientran	SN	What is the medical term for Adams Apple?
831	832	thientran	G	In how many provinces is the Dominican Republic divided?
105	106	ehansellbaum	E	To which Hollywood actor was Gwyneth Paltrow engaged in the mid 1990s?
667	668	thientran	SN	House mice have not one, but two of which of the following organs?
285	286	mhannon	SN	This term refers to the fear of fats in food.
64	65	ehansellbaum	E	In the Toy Story movies, Buzz doesnt like Jessie.
976	977	ehansellbaum	G	The enormous Bohemian crystal chandelier, which is in the center hall of Dolmabahce Palace, was a gift from Queen Elizabeth I of England.
438	439	kaikeins	SN	Goldfish never lose their color.
746	747	thientran	H	Which of the following statements is true about the Medici family?
288	289	mhannon	E	Final Call – When He Hangs Up She Has to Die is the German title of this movie.
218	219	mhannon	E	Jeanette MacDonald and Nelson Eddys last film together was directed by W.S.Van Dyke II in 1942. Richard Rodgers and Herbert Stothart provided the bulk of the music including the title song, Spring Is Here and Les tringles des sistres tintaient (Gypsy song), which are the only duets by the pair. Edward Everett Horton, Binnie Barnes and Reginald Owen also appear in the movie.
456	457	kaikeins	SN	Because of the color of the rocks in which it is carved in, the ancient city of Petra is known also known as which of these?
747	748	thientran	E	Name Firestars best friend who was captured by twolegs in the series Warriors.
853	854	thientran	E	Jet Li stars in the 2008 remake of Death Race.
899	900	thientran	E	What was the name of Paladins favorite bellhop at the hotel?
340	341	mhannon	E	Who voices Vanessa in Bee Movie?
851	852	thientran	H	What was the name of the student and former marine who shot and killed fourteen people from the tower of the main building of the University of Texas?
964	965	ehansellbaum	E	Which actress did Kim Carnes sing about in 1981?
300	301	mhannon	AL	What nationality is author Orhan Pamuk who won the 2006 Nobel Prize in Literature for his novel Snow?
470	471	kaikeins	H	Mustafa Kemal Atatürk, the founder and first President of the Republic of Turkey, lived in Dolmabahçe Palace.
942	943	ehansellbaum	E	Which 2012 movie stars Daniel Radcliffe as a penniless lawyer and widowed father?
907	908	ehansellbaum	H	Who was the founder of Sikhism?
427	428	kaikeins	AL	Who told Fireheart about Bluestars kits in the series Warriors?
878	879	thientran	E	What is the name the character in Swan Lake which is generally known as the Black Swan?
811	812	thientran	E	Who portrays former MI6 operative Raoul Silva in the twenty-third film of the James Bond film series, Skyfall?
532	533	kaikeins	E	In the summer of 2000, beauty company Olay started its Definity Eye Cream campaign depicting Twiggy.
510	511	kaikeins	SL	The mixture of shaved ice and evaporated milk, known as Halo-halo, originated in this country.
836	837	thientran	AL	In the novel The Hunger Games, Katniss finds out that both tributes from the same district can win and when she sees Peeta again, he is injured badly in which body part?
986	987	ehansellbaum	H	Which of these were brought back into fashion during the rule of Napoleon Bonaparte as the Emperor of the French?
725	726	thientran	H	Following this kings execution, the monarchy was abolished and a republic called the Commonwealth of England was declared.
113	114	ehansellbaum	E	Gwyneth Paltrow is known for practicing which of the following?
126	127	ehansellbaum	AL	After encountering Zeus, Cronus was imprisoned forever.
922	923	ehansellbaum	SN	This early super-continent formed during the Mesoproterozoic era.
355	356	mhannon	E	In May 2012, this celebrity married Priscilla Chan, in a ceremony at his home in Palo Alto, California.
637	638	kaikeins	E	Katharine Hepburn co-starred with Spencer Tracy years before Bette Davis did.
108	109	ehansellbaum	E	What is the main setting of the horror movie Shadow of the Vampire, starring John Malkovich, Willem Dafoe and Udo Kier?
930	931	ehansellbaum	AL	This is Sylvia Plaths only novel, which was originally published under the pseudonym Victoria Lucas. The protagonists descent into mental illness parallels Plaths own experiences.
391	392	mhannon	SN	What is the largest interval of time on most geologic time scales?
857	858	thientran	E	What 1990s television documentary did Peter Graves host on AE?
645	646	kaikeins	AL	This deity used to be a mortal, but Aeneus desired her and cheated on his wife, Lavinia, with her. Lavinia got jealous, so the woman fled, and was taken away by the stream god, Numicus. Who is this woman?
133	134	ehansellbaum	E	Who did Barbie fall in love with in Toy Story 3?
713	714	thientran	SL	Who said, “Some people think having large breasts makes a woman stupid. Actually, its quite the opposite: A woman having large breasts makes men stupid.”?
323	324	mhannon	H	In which of these present day countries did David Livingstone die?
193	194	ehansellbaum	AL	Who wrote A Week with Gandhi?
956	957	ehansellbaum	AL	Charles Dickens was buried in the Poets Corner of Westminster Abbey.
477	478	kaikeins	H	What village was designated as the official birthplace of Memorial Day by President Lyndon B. Johnson?
393	394	mhannon	H	The Vienna State Opera was first known as the Vienna Court Opera.
790	791	thientran	G	Which of these nicknames refers to the U.S. state of South Dakota?
51	52	ehansellbaum	H	To what ethnic group did legendary King Arthur belong?
513	514	kaikeins	G	What former capital of Japan lends its name to a famous Protocol aimed at combating global warming?
23	24	ehansellbaum	H	Also known as D-Day, this was the invasion of German-occupied northern France in 1944 by British, Canadian, US and other allied nations troops.
214	215	mhannon	E	At the 1st Academy Awards ceremony this film was nominated for the most Academy Awards (5) and won only three.
120	121	ehansellbaum	H	Bernadette Soubirous is considered a Christian mystic.
434	435	kaikeins	H	What statement is true about Isaiah Sellers?
557	558	kaikeins	AL	Which of these novels was not penned by Charles Dickens?
570	571	kaikeins	E	“Creating a cultural icon out of someone who goes, Im stupid, isnt it cute? makes me want to throw daggers. I want to say to them, My grandma did not fight for what she fought for just so you can start telling women its fun to be stupid. Saying that to young women, little girls, my daughter? Its not OK.” Which actress owns this one?
691	692	thientran	H	In what way did Adolf Hitler commit suicide?
